City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
aleksandrov gay,15,RU,1584526890,33,50.15,48.57,46.72,3.78
geraldton,100,AU,1584526891,49,-28.77,114.6,71.6,20.8
puerto madryn,0,AR,1584526679,71,-42.77,-65.04,53.58,9.19
taree,0,AU,1584526893,77,-31.9,152.47,66.2,8.05
namatanai,100,PG,1584526894,75,-3.67,152.43,83.28,5.66
esmeraldas,0,BR,1584526895,94,-19.76,-44.31,68.0,2.57
camacupa,100,AO,1584526897,91,-12.02,17.48,66.52,3.42
ixtapa,5,MX,1584526898,88,20.7,-105.2,72.0,4.56
sakakah,0,SA,1584526709,34,29.97,40.21,62.6,19.46
kavaratti,2,IN,1584526900,68,10.57,72.64,83.62,6.4
dubbo,12,AU,1584526901,60,-32.25,148.62,68.0,4.27
macapa,75,BR,1584526902,100,0.04,-51.07,77.0,2.24
hambantota,75,LK,1584526903,63,6.12,81.12,91.4,8.05
kununurra,36,AU,1584526904,41,-15.77,128.73,91.4,5.82
khatanga,100,RU,1584526906,88,71.97,102.5,-4.56,7.34
teseney,14,ER,1584526907,12,15.11,36.66,92.28,4.72
sao filipe,35,CV,1584526908,75,14.9,-24.5,66.9,18.3
tuy hoa,41,VN,1584526909,77,13.08,109.3,78.78,6.8
menongue,100,AO,1584526910,89,-14.66,17.69,67.8,5.99
karwar,14,IN,1584526911,68,14.8,74.13,85.42,10.67
nanortalik,100,GL,1584526912,68,60.14,-45.24,25.12,9.24
pirogovo,100,RU,1584526913,96,56.78,53.15,33.96,9.42
alofi,100,NU,1584526915,78,-19.06,-169.92,82.4,6.93
chokurdakh,25,RU,1584526916,94,70.63,147.92,-24.54,9.24
byron bay,21,AU,1584526917,68,-28.65,153.62,70.0,8.05
killin,90,US,1584526918,93,33.61,-91.74,55.4,4.27
korla,99,CN,1584526919,21,41.76,86.15,49.98,5.12
avera,90,US,1584526920,91,33.19,-82.53,59.0,2.66
camara de lobos,40,PT,1584526921,59,32.63,-16.97,62.6,20.8
fairfield,1,US,1584526922,92,41.27,-73.32,43.0,2.51
chara,100,RU,1584526923,77,56.91,118.26,28.38,0.27
salalah,75,OM,1584526745,65,17.02,54.09,80.6,12.75
watsa,100,CD,1584526926,61,3.04,29.54,77.16,3.27
katherine,44,AU,1584526927,45,-14.47,132.27,87.8,8.05
naryan-mar,97,RU,1584526928,91,67.67,53.09,27.3,12.37
kaeo,0,NZ,1584526929,79,-35.1,173.78,57.99,4.0
edd,36,ER,1584526930,56,13.93,41.69,88.12,5.57
constitucion,0,CL,1584526931,77,-35.33,-72.42,53.92,3.65
urucara,98,BR,1584526932,98,-2.54,-57.76,74.1,1.9
sakaiminato,20,JP,1584526934,62,35.55,133.23,55.4,6.93
doha,40,QA,1584526704,54,25.29,51.53,88.0,14.99
dali,0,CN,1584526936,24,25.7,100.18,68.7,13.44
andros town,40,BS,1584526884,77,24.7,-77.77,69.8,4.7
pangkalanbuun,100,ID,1584526938,88,-2.68,111.62,78.78,1.59
basco,0,PH,1584526939,74,20.45,121.97,75.36,14.34
lianran,3,CN,1584526940,43,24.92,102.48,72.0,20.83
bambanglipuro,100,ID,1584526941,89,-7.95,110.28,78.6,2.48
pismo beach,1,US,1584526942,86,35.14,-120.64,42.01,6.93
novaya malykla,47,RU,1584526944,91,54.2,49.95,36.48,13.0
bocas del toro,33,PA,1584526945,70,9.33,-82.25,63.0,7.0
quixada,47,BR,1584526714,97,-4.97,-39.02,71.92,1.43
campina verde,27,BR,1584526947,94,-19.54,-49.49,69.06,3.18
lluta,90,PE,1584526948,93,-16.01,-72.01,53.6,1.12
kidal,29,ML,1584526949,7,18.44,1.41,90.82,10.71
koulamoutou,17,GA,1584526950,60,-1.13,12.47,88.86,1.59
beeville,40,US,1584526951,100,28.4,-97.75,73.0,6.93
poum,6,NC,1584526953,75,-20.23,164.02,80.02,23.04
ayia trias,20,GR,1584526954,41,38.35,22.92,60.01,5.82
yatou,0,CN,1584526955,73,37.15,122.38,50.88,19.55
mercedes,23,AR,1584526956,99,-34.65,-59.43,64.99,3.0
deputatskiy,0,RU,1584526957,88,69.3,139.9,-25.08,4.79
ouesso,99,CG,1584526958,50,1.61,16.05,89.58,3.83
kuito,75,AO,1584526959,68,-12.38,16.93,71.6,11.41
oriximina,100,BR,1584526960,91,-1.77,-55.87,76.42,6.89
soe,25,ID,1584526961,73,-9.86,124.28,80.4,6.98
mattru,85,SL,1584526963,80,7.62,-11.83,80.58,3.71
paredon,0,MX,1584526964,72,16.03,-93.87,80.58,9.19
harnosand,100,SE,1584526965,52,62.63,17.94,42.8,5.82
astoria,90,US,1584526852,93,46.19,-123.83,43.0,7.92
rivadavia,0,AR,1584526967,48,-33.19,-68.46,64.4,4.7
tabou,100,CI,1584526968,77,4.42,-7.35,83.46,6.06
daru,1,PG,1584526969,85,-9.08,143.21,78.06,4.47
manono,100,CD,1584526970,98,-7.3,27.42,69.96,5.48
deder,89,ET,1584526972,35,9.32,41.45,81.66,2.35
sumbe,75,AO,1584526973,60,-11.21,13.84,84.2,9.17
port hedland,9,AU,1584526974,56,-20.32,118.57,93.2,13.87
concepcion batres,69,SV,1584526975,79,13.35,-88.37,70.68,2.55
nelson bay,0,AU,1584526976,72,-32.72,152.15,68.0,8.05
tongliao,100,CN,1584526977,35,43.61,122.27,49.42,19.04
hastings,75,GB,1584526978,87,50.86,0.57,54.0,19.46
novikovo,0,RU,1584526980,37,51.15,37.89,44.22,7.99
winnemucca,1,US,1584526981,79,40.97,-117.74,30.0,5.82
san quintin,69,MX,1584526982,67,30.48,-115.95,58.08,8.46
caravelas,33,BR,1584526983,76,-17.71,-39.25,80.58,3.42
caiaponia,0,BR,1584526984,94,-16.96,-51.81,66.72,1.86
lovozero,90,RU,1584526985,85,68.0,35.01,29.62,1.88
qaqortoq,100,GL,1584526986,31,60.72,-46.03,21.2,16.11
fonte boa,100,BR,1584526987,98,-2.5,-66.27,72.3,3.2
sarangani,18,PH,1584526988,80,5.4,125.46,81.48,23.51
axim,100,GH,1584526989,71,4.87,-2.24,85.8,8.12
gisborne,0,NZ,1584526991,95,-38.65,178.0,50.0,1.99
half moon bay,90,US,1584526860,87,37.46,-122.43,48.99,6.11
shankargarh,0,IN,1584526925,16,25.18,81.62,90.3,9.04
port hawkesbury,90,CA,1584526994,98,45.62,-61.35,35.01,16.11
zeist,75,NL,1584526991,71,52.09,5.23,57.0,19.46
gigmoto,0,PH,1584526996,78,13.78,124.39,80.02,12.66
yumen,15,CN,1584526997,10,40.28,97.2,59.32,19.91
el limon,89,VE,1584526998,86,10.31,-67.63,67.62,4.14
mitsamiouli,40,KM,1584527000,62,-11.38,43.28,89.6,8.05
pisco,80,PE,1584527001,83,-13.7,-76.22,71.6,2.17
cananea,0,MX,1584527002,40,30.95,-110.3,51.01,3.0
zhezkazgan,40,KZ,1584527003,60,47.8,67.71,39.2,8.95
shakawe,100,BW,1584527004,71,-18.37,21.85,74.1,10.07
ucluelet,0,CA,1584526877,90,48.93,-125.55,34.0,3.4
kolosovka,100,RU,1584526923,82,56.47,73.61,30.0,15.23
coleraine,75,GB,1584527007,86,55.13,-6.67,43.0,12.75
longyearbyen,20,SJ,1584527009,68,78.22,15.64,-18.4,8.05
oranjemund,5,NA,1584527010,59,-28.55,16.43,69.6,9.8
noumea,2,NC,1584526865,73,-22.28,166.46,75.2,8.05
chapais,20,CA,1584527012,84,49.78,-74.85,-2.2,5.82
brooks,100,CA,1584526742,94,50.58,-111.89,13.42,6.4
severo-kurilsk,94,RU,1584527014,77,50.68,156.12,18.3,22.26
gat,75,IL,1584527015,54,31.61,34.76,63.0,17.22
santiago,0,CL,1584526816,71,-33.46,-70.65,55.4,2.24
krutikha,100,RU,1584527017,90,53.96,81.21,29.82,18.01
lucea,20,JM,1584527019,78,18.45,-78.17,75.2,6.93
saint-ambroise,20,CA,1584527020,61,48.55,-71.33,14.0,13.87
aklavik,40,CA,1584527021,72,68.22,-135.01,17.6,9.17
manica,0,FR,1584527022,66,49.0,-1.17,55.4,6.93
keti bandar,0,PK,1584527023,24,24.14,67.45,87.78,9.8
fare,100,PF,1584527024,67,-16.7,-151.02,83.46,4.23
guarapari,20,BR,1584527025,94,-20.67,-40.5,75.99,3.36
sabha,76,LY,1584527026,20,27.04,14.43,75.9,15.57
leo,0,BF,1584527028,37,11.1,-2.1,92.62,9.33
tura,0,IN,1584527029,19,25.52,90.22,89.58,7.02
cochrane,90,CA,1584526919,85,51.18,-114.47,18.0,11.41
boyolangu,100,ID,1584527031,92,-8.12,111.89,77.52,5.26
san cristobal,39,VE,1584527032,94,7.77,-72.22,51.42,1.48
southbridge,1,US,1584527033,47,42.08,-72.03,36.0,9.17
zharkovskiy,98,RU,1584527034,69,55.85,32.27,42.96,12.08
havoysund,75,NO,1584527035,86,71.0,24.66,30.2,6.93
braganca,100,BR,1584527036,98,-1.05,-46.77,73.92,1.63
cumaru,95,BR,1584527038,86,-8.01,-35.7,75.52,1.28
kahului,90,US,1584527039,83,20.89,-156.47,69.8,14.99
kushmurun,8,KZ,1584527040,92,52.45,64.63,30.52,8.25
hovd,100,MN,1584527041,21,48.01,91.64,51.6,7.2
zhaoyang,38,CN,1584526856,66,42.68,126.03,42.96,8.01
xacmaz,96,AZ,1584527043,79,41.46,48.81,40.98,13.62
macas,100,EC,1584527044,98,-2.32,-78.12,62.58,1.63
marsh harbour,72,BS,1584526918,73,26.54,-77.06,71.4,10.94
dankov,87,RU,1584527047,31,53.25,39.16,48.2,17.9
guinguineo,0,SN,1584527048,57,14.27,-15.95,78.8,6.93
sitka,90,US,1584527049,80,57.05,-135.33,39.2,8.05
pangnirtung,100,CA,1584527050,85,66.15,-65.71,1.02,18.16
las margaritas,14,MX,1584527051,98,16.32,-91.98,52.12,1.1
valer,20,NO,1584527052,56,60.68,11.83,44.6,4.7
clinton,40,US,1584527027,80,42.59,-82.92,34.0,4.7
tadine,79,NC,1584527055,76,-21.55,167.88,75.0,13.8
sangar,50,RU,1584527056,91,63.92,127.47,-7.62,11.5
omboue,100,GA,1584527057,74,-1.57,9.26,85.98,3.22
kunya,100,NG,1584527058,8,12.22,8.53,87.8,17.22
staryy nadym,0,RU,1584526866,82,65.61,72.68,23.88,19.08
matara,58,LK,1584527060,54,5.95,80.54,90.82,12.39
otradnoye,90,RU,1584527061,86,59.78,30.82,41.0,15.66
ketchikan,1,US,1584527062,80,55.34,-131.65,37.4,9.17
zajecar,21,RS,1584527063,51,43.9,22.26,51.06,7.36
luba,20,GQ,1584527064,66,3.46,8.55,91.4,13.87
opunake,6,NZ,1584527066,88,-39.46,173.86,52.0,6.85
solon,1,US,1584527067,92,41.39,-81.44,36.0,4.25
oussouye,3,SN,1584527068,69,12.48,-16.55,77.0,11.41
kedougou,84,SN,1584527069,23,12.56,-12.17,86.0,4.7
whitehorse,75,CA,1584526875,57,60.72,-135.05,23.0,13.87
marfino,40,RU,1584527071,52,55.7,37.38,46.99,11.18
talnakh,75,RU,1584527072,92,69.49,88.4,15.8,17.9
okha,83,RU,1584527073,92,53.57,142.95,18.12,6.58
garbolovo,90,RU,1584527074,86,60.34,30.5,41.0,15.66
ust-nera,44,RU,1584527076,99,64.57,143.2,-16.8,1.66
millington,90,US,1584527077,100,35.34,-89.9,55.99,7.02
sokoni,75,TZ,1584527078,66,-6.43,39.55,91.4,5.82
yanam,20,IN,1584527079,46,16.73,82.22,93.2,11.41
udachnyy,67,RU,1584527044,54,66.42,112.4,-0.4,11.18
melito di porto salvo,48,IT,1584527081,58,37.92,15.77,61.0,5.82
susangerd,90,IR,1584527082,72,31.56,48.18,68.0,6.93
dongning,82,CN,1584527083,69,44.06,131.12,37.92,4.0
sanchez,42,DO,1584527085,98,19.23,-69.61,66.52,1.99
port lincoln,49,AU,1584527086,36,-34.73,135.87,77.7,12.01
mangrol,0,IN,1584527087,50,21.12,70.12,80.92,9.4
babaeski,59,TR,1584527088,40,41.43,27.09,48.99,11.99
kochubey,100,RU,1584527089,58,44.39,46.58,43.12,15.12
qui nhon,2,VN,1584527090,62,13.77,109.23,82.72,9.75
cangzhou,0,CN,1584527040,7,38.32,116.87,78.42,17.85
chalakudi,20,IN,1584527092,37,10.3,76.34,96.8,10.29
pokhara,6,NP,1584527093,26,28.23,83.98,82.02,6.89
praya,75,CV,1584527095,60,14.92,-23.51,71.6,13.87
nova odesa,0,UA,1584527096,29,47.31,31.79,48.2,2.24
porto recanati,100,IT,1584527097,64,43.44,13.66,55.99,3.0
gouyave,20,GD,1584527098,83,12.16,-61.73,75.2,16.64
butzow,75,DE,1584527099,53,53.85,11.98,55.0,12.75
saint-martin-boulogne,75,FR,1584527100,87,50.73,1.62,57.0,19.46
bonavista,100,CA,1584527101,96,48.65,-53.11,30.52,30.74
margate,75,GB,1584527102,87,51.38,1.39,55.0,14.99
baker city,1,US,1584526875,93,44.77,-117.83,39.2,9.17
singaparna,99,ID,1584527105,88,-7.35,108.11,76.62,2.89
apatity,100,RU,1584527106,99,67.56,33.4,31.42,7.72
cabcab,5,PH,1584527107,73,13.63,124.05,82.02,6.08
haines junction,100,CA,1584527108,73,60.75,-137.51,15.06,6.64
saint anthony,90,US,1584527109,80,45.02,-93.22,39.2,5.82
hot springs,90,US,1584527110,87,34.5,-93.06,54.0,3.36
fukue,20,JP,1584527111,82,32.69,128.84,59.0,11.41
xining,22,CN,1584527113,9,36.62,101.77,51.06,5.64
sharya,96,RU,1584527114,75,58.37,45.51,37.38,12.71
qasigiannguit,99,GL,1584527115,46,68.82,-51.19,8.6,25.28
shelburne,5,CA,1584527116,68,44.08,-80.2,28.4,6.93
inhambane,40,MZ,1584527117,40,-23.86,35.38,86.0,5.93
baft,34,IR,1584527118,21,29.23,56.61,60.78,8.52
solikamsk,100,RU,1584527119,86,59.62,56.77,31.42,12.26
bubaque,100,GW,1584527120,64,11.28,-15.83,75.9,12.68
cortez,40,US,1584527121,64,37.35,-108.59,37.4,3.36
narvik,75,NO,1584527122,69,68.44,17.43,39.99,23.04
panalingaan,78,PH,1584527124,71,8.78,117.42,82.38,6.96
paralimni,75,CY,1584527125,50,35.04,33.98,57.2,8.05
vardo,40,NO,1584527126,86,70.37,31.11,30.2,11.41
kirillov,90,RU,1584527127,90,59.86,38.38,39.2,6.71
nishihara,90,JP,1584527128,73,26.18,127.76,71.6,14.99
da lat,8,VN,1584527129,39,11.95,108.44,76.42,7.31
trinidad,90,BO,1584527130,94,-14.83,-64.9,77.0,3.67
lasa,7,IT,1584527131,61,46.62,10.7,57.2,6.93
banjar,40,ID,1584527132,84,-8.19,114.97,86.0,4.7
batemans bay,35,AU,1584527134,89,-35.72,150.18,66.99,6.62
awbari,100,LY,1584527135,14,26.59,12.78,74.82,17.52
olafsvik,100,IS,1584527136,73,64.89,-23.71,26.92,25.86
kimberley,0,ZA,1584527137,61,-28.73,24.76,77.0,10.29
abeche,100,TD,1584527138,8,13.83,20.83,93.2,13.87
muzhi,100,RU,1584527139,73,65.37,64.67,30.18,17.07
fort-shevchenko,96,KZ,1584527140,60,44.51,50.26,41.16,16.78
adrar,94,MR,1584527141,30,20.5,-10.07,65.46,14.9
sipe sipe,75,BO,1584527142,77,-17.45,-66.38,59.0,9.44
leningradskiy,93,RU,1584527144,85,69.38,178.42,22.26,22.77
mayor pablo lagerenza,94,PY,1584527145,76,-19.93,-60.77,77.16,7.38
bairiki,20,KI,1584527146,74,1.33,172.98,84.2,10.29
sosnogorsk,100,RU,1584527147,90,63.6,53.88,30.18,13.24
lorengau,100,PG,1584527148,78,-2.02,147.27,81.12,11.39
sobolevo,0,RU,1584527149,66,54.43,31.9,44.4,15.01
tazovskiy,91,RU,1584527151,78,67.47,78.7,16.32,20.94
petropavlovsk-kamchatskiy,100,RU,1584527022,49,53.05,158.65,26.6,8.95
hervey bay,40,AU,1584527153,77,-25.3,152.85,70.0,8.05
tres arroyos,0,AR,1584527154,94,-38.37,-60.28,56.82,6.91
nukus,35,UZ,1584527155,25,42.45,59.61,66.2,11.41
kaili,100,ID,1584527156,97,-3.46,120.21,65.46,1.86
flin flon,64,CA,1584527158,95,54.77,-101.86,-11.22,4.41
miami,40,US,1584526955,69,25.77,-80.19,75.0,5.82
zyryanka,9,RU,1584527160,93,65.75,150.85,-9.06,6.91
galveston,90,US,1584527161,100,29.37,-94.97,72.0,10.29
komsomolskiy,52,UZ,1584527162,28,40.43,71.72,71.6,2.24
doctor arroyo,4,MX,1584527163,93,23.67,-100.18,57.72,4.56
klaksvik,36,FO,1584527164,69,62.23,-6.59,41.0,11.41
puerto baquerizo moreno,0,EC,1584527165,74,-0.9,-89.6,78.06,5.86
wollongong,1,AU,1584527166,68,-34.43,150.88,71.6,14.99
turbat,8,PK,1584527167,6,26.0,63.04,92.46,11.01
shawnee,90,US,1584527169,93,39.05,-95.77,48.99,6.93
merauke,20,ID,1584527170,80,-8.47,140.33,80.58,8.43
union,1,US,1584527171,60,40.63,-74.27,44.6,4.72
elko,90,US,1584527172,86,41.0,-115.5,30.2,4.7
svetlyy,40,RU,1584527173,58,54.67,20.13,55.4,17.9
erenhot,50,CN,1584527174,17,43.65,111.98,37.56,27.16
kenai,90,US,1584527175,92,60.55,-151.26,28.99,11.81
benghazi,26,LY,1584527176,46,32.12,20.07,60.06,8.95
belomorsk,80,RU,1584526951,86,64.52,34.77,35.92,16.13
uvalde,75,US,1584527179,100,29.37,-99.77,69.01,9.17
linqing,0,CN,1584527180,6,36.85,115.71,80.58,19.19
evensk,100,RU,1584527181,80,61.95,159.23,7.5,9.24
aksu,51,CN,1584527182,11,41.12,80.26,65.46,3.83
nakskov,100,DK,1584527183,74,54.84,11.13,50.0,5.01
aguimes,40,ES,1584527184,48,27.91,-15.45,66.2,21.92
rawson,0,AR,1584527185,71,-43.3,-65.1,58.42,14.36
yekepa,93,LR,1584527186,85,7.58,-8.54,76.26,3.27
littlehampton,75,GB,1584527187,93,50.81,-0.54,55.99,12.75
sterling,20,US,1584527033,79,39.01,-77.43,45.0,5.82
risor,20,NO,1584527190,65,58.72,9.23,48.99,17.22
joshimath,28,IN,1584527191,25,30.57,79.57,53.22,7.76
pilar,75,BR,1584527192,94,-9.6,-35.96,75.2,5.82
oranjestad,40,AW,1584527193,74,12.52,-70.03,78.8,10.29
fayaoue,23,NC,1584527194,74,-20.65,166.53,78.96,23.69
pitsunda,75,GE,1584527195,66,43.16,40.34,48.2,8.95
lingolsheim,0,FR,1584527162,67,48.56,7.68,61.0,3.36
roald,75,NO,1584527197,75,62.58,6.13,41.0,24.16
kathmandu,40,NP,1584527084,46,27.72,85.32,71.6,14.99
lillebonne,0,FR,1584527199,66,49.52,0.54,57.0,9.17
la asuncion,59,VE,1584527201,69,11.03,-63.86,82.4,10.29
kalmunai,0,LK,1584527202,82,7.42,81.82,81.82,12.24
sibenik,47,HR,1584527203,31,43.73,15.91,68.0,10.29
viedma,63,AR,1584527204,82,-40.81,-63.0,61.32,9.51
paita,100,PE,1584527205,75,-5.09,-81.11,77.7,2.91
manukan,0,PH,1584527206,78,8.53,123.1,80.4,15.35
kulhudhuffushi,100,MV,1584527207,77,6.62,73.07,84.52,14.07
palimbang,0,PH,1584527208,72,6.21,124.19,82.92,7.43
maniwaki,0,CA,1584527209,87,46.38,-75.97,18.48,3.27
monforte de lemos,0,ES,1584527210,80,42.52,-7.51,53.01,1.97
robertsport,73,LR,1584527212,83,6.75,-11.37,82.02,11.61
kyaikkami,68,MM,1584527213,64,16.08,97.57,82.38,10.33
greenville,90,US,1584527214,100,35.61,-77.37,55.4,4.59
laguna,75,US,1584527215,93,38.42,-121.42,48.99,5.03
bharatpur,0,IN,1584527216,16,27.22,77.48,91.02,9.19
nizwa,0,OM,1584527217,15,22.93,57.53,81.66,10.29
